#RIC,Date[L],Price,Volume,Value,Signal
CBA.AX,07-01-2000,25.1,100.0,2510.0,S
CBA.AX,10-01-2000,25.7,100.0,2570.0,B
CBA.AX,13-01-2000,25.25,100.0,2525.0,S
CBA.AX,14-01-2000,25.583,100.0,2558.3,B
CBA.AX,19-01-2000,25.3,100.0,2530.0,S
CBA.AX,24-01-2000,25.6,100.0,2560.0,B
CBA.AX,25-01-2000,25.45,100.0,2545.0,S
CBA.AX,27-01-2000,25.87,100.0,2587.0,B
CBA.AX,28-01-2000,26.26,100.0,2626.0,S
CBA.AX,31-01-2000,26.1,100.0,2610.0,B
CBA.AX,01-02-2000,25.666,100.0,2566.6,S
CBA.AX,04-02-2000,25.56,100.0,2556.0,B
CBA.AX,10-02-2000,26.147,100.0,2614.7,S
CBA.AX,11-02-2000,26.506,100.0,2650.6,B
CBA.AX,16-02-2000,26.88,100.0,2688.0,S
CBA.AX,21-02-2000,25.81,100.0,2581.0,B
CBA.AX,24-02-2000,26.008,100.0,2600.8,S
CBA.AX,28-02-2000,25.235,100.0,2523.5,B
CBA.AX,02-03-2000,25.65,100.0,2565.0,S
CBA.AX,06-03-2000,25.0,100.0,2500.0,B
CBA.AX,10-03-2000,23.0,100.0,2300.0,S
CBA.AX,14-03-2000,23.1,100.0,2310.0,B
CBA.AX,16-03-2000,23.303,100.0,2330.3,S
CBA.AX,20-03-2000,22.99,100.0,2299.0,B
CBA.AX,23-03-2000,22.55,100.0,2255.0,S
CBA.AX,24-03-2000,22.629,100.0,2262.9,B
CBA.AX,30-03-2000,22.656,100.0,2265.6,S
CBA.AX,03-04-2000,23.002,100.0,2300.2,B
CBA.AX,06-04-2000,24.08,100.0,2408.0,S
CBA.AX,10-04-2000,23.45,100.0,2345.0,B
CBA.AX,13-04-2000,24.97,100.0,2497.0,S
CBA.AX,17-04-2000,24.895,100.0,2489.5,B
CBA.AX,19-04-2000,26.15,100.0,2615.0,S
CBA.AX,26-04-2000,26.6,100.0,2660.0,B
CBA.AX,27-04-2000,26.51,100.0,2651.0,S
CBA.AX,05-05-2000,26.302,100.0,2630.2,B
CBA.AX,10-05-2000,27.287,100.0,2728.7,S
CBA.AX,15-05-2000,26.75,100.0,2675.0,B
CBA.AX,18-05-2000,27.35,100.0,2735.0,S
CBA.AX,19-05-2000,27.744,100.0,2774.4,B
CBA.AX,23-05-2000,27.891,100.0,2789.1,S
CBA.AX,29-05-2000,27.95,100.0,2795.0,B
CBA.AX,01-06-2000,27.129,100.0,2712.9,S
CBA.AX,05-06-2000,27.14,100.0,2714.0,B
CBA.AX,08-06-2000,26.95,100.0,2695.0,S
CBA.AX,13-06-2000,26.54,100.0,2654.0,B
CBA.AX,16-06-2000,26.8,100.0,2680.0,S
CBA.AX,19-06-2000,26.6,100.0,2660.0,B
CBA.AX,22-06-2000,26.58,100.0,2658.0,S
CBA.AX,26-06-2000,27.15,100.0,2715.0,B
CBA.AX,29-06-2000,27.3,100.0,2730.0,S
CBA.AX,03-07-2000,27.19,100.0,2719.0,B
CBA.AX,06-07-2000,27.36,100.0,2736.0,S
CBA.AX,10-07-2000,27.5,100.0,2750.0,B
CBA.AX,13-07-2000,27.75,100.0,2775.0,S
CBA.AX,17-07-2000,27.85,100.0,2785.0,B
CBA.AX,20-07-2000,27.852,100.0,2785.2,S
CBA.AX,24-07-2000,27.99,100.0,2799.0,B
CBA.AX,27-07-2000,27.97,100.0,2797.0,S
CBA.AX,31-07-2000,27.796,100.0,2779.6,B
CBA.AX,03-08-2000,27.73,100.0,2773.0,S
CBA.AX,07-08-2000,27.85,100.0,2785.0,B
CBA.AX,10-08-2000,28.065,100.0,2806.5,S
CBA.AX,14-08-2000,27.91,100.0,2791.0,B
CBA.AX,17-08-2000,28.155,100.0,2815.5,S
CBA.AX,21-08-2000,28.1,100.0,2810.0,B
CBA.AX,24-08-2000,29.4,100.0,2940.0,S
CBA.AX,28-08-2000,29.65,100.0,2965.0,B
CBA.AX,29-08-2000,29.55,100.0,2955.0,S
CBA.AX,01-09-2000,27.9,100.0,2790.0,B
CBA.AX,06-09-2000,26.76,100.0,2676.0,S
CBA.AX,08-09-2000,27.109,100.0,2710.9,B
CBA.AX,14-09-2000,27.492,100.0,2749.2,S
CBA.AX,18-09-2000,26.5,100.0,2650.0,B
CBA.AX,21-09-2000,26.97,100.0,2697.0,S
CBA.AX,25-09-2000,26.969,100.0,2696.9,B
CBA.AX,28-09-2000,27.45,100.0,2745.0,S
CBA.AX,02-10-2000,27.75,100.0,2775.0,B
CBA.AX,05-10-2000,28.04,100.0,2804.0,S
CBA.AX,09-10-2000,27.564,100.0,2756.4,B
CBA.AX,12-10-2000,28.2,100.0,2820.0,S
CBA.AX,16-10-2000,28.28,100.0,2828.0,B
CBA.AX,19-10-2000,28.45,100.0,2845.0,S
CBA.AX,23-10-2000,28.8,100.0,2880.0,B
CBA.AX,26-10-2000,29.1,100.0,2910.0,S
CBA.AX,30-10-2000,28.58,100.0,2858.0,B
CBA.AX,02-11-2000,29.306,100.0,2930.6,S
CBA.AX,06-11-2000,29.854,100.0,2985.4,B
CBA.AX,08-11-2000,29.89,100.0,2989.0,S
CBA.AX,13-11-2000,29.88,100.0,2988.0,B
CBA.AX,14-11-2000,29.83,100.0,2983.0,S
CBA.AX,17-11-2000,30.18,100.0,3018.0,B
CBA.AX,22-11-2000,30.609,100.0,3060.9,S
CBA.AX,27-11-2000,31.14,100.0,3114.0,B
CBA.AX,28-11-2000,31.3,100.0,3130.0,S
CBA.AX,29-11-2000,31.715,100.0,3171.5,B
CBA.AX,30-11-2000,31.693,100.0,3169.3,S
CBA.AX,04-12-2000,32.084,100.0,3208.4,B
CBA.AX,07-12-2000,31.35,100.0,3135.0,S
CBA.AX,08-12-2000,31.68,100.0,3168.0,B
CBA.AX,13-12-2000,30.86,100.0,3086.0,S
CBA.AX,15-12-2000,30.239,100.0,3023.9,B
CBA.AX,21-12-2000,30.57,100.0,3057.0,S
CBA.AX,22-12-2000,31.7,100.0,3170.0,B
CBA.AX,29-12-2000,30.904,100.0,3090.4,S
CBA.AX,04-01-2001,31.594,100.0,3159.4,B
CBA.AX,05-01-2001,31.45,100.0,3145.0,S
CBA.AX,08-01-2001,31.275,100.0,3127.5,B
CBA.AX,10-01-2001,30.6,100.0,3060.0,S
CBA.AX,12-01-2001,30.75,100.0,3075.0,B
CBA.AX,16-01-2001,30.28,100.0,3028.0,S
CBA.AX,19-01-2001,30.5,100.0,3050.0,B
CBA.AX,25-01-2001,31.4,100.0,3140.0,S
CBA.AX,29-01-2001,31.843,100.0,3184.3,B
CBA.AX,31-01-2001,32.0,100.0,3200.0,S
CBA.AX,05-02-2001,31.62,100.0,3162.0,B
CBA.AX,07-02-2001,31.197,100.0,3119.7,S
CBA.AX,12-02-2001,30.6,100.0,3060.0,B
CBA.AX,13-02-2001,30.0,100.0,3000.0,S
CBA.AX,16-02-2001,29.61,100.0,2961.0,B
CBA.AX,22-02-2001,29.607,100.0,2960.7,S
CBA.AX,26-02-2001,30.37,100.0,3037.0,B
CBA.AX,01-03-2001,30.995,100.0,3099.5,S
CBA.AX,02-03-2001,31.2,100.0,3120.0,B
CBA.AX,06-03-2001,31.267,100.0,3126.7,S
CBA.AX,09-03-2001,30.99,100.0,3099.0,B
CBA.AX,15-03-2001,30.274,100.0,3027.4,S
CBA.AX,16-03-2001,30.048,100.0,3004.8,B
CBA.AX,22-03-2001,28.4,100.0,2840.0,S
CBA.AX,26-03-2001,27.61,100.0,2761.0,B
CBA.AX,29-03-2001,28.868,100.0,2886.8,S
CBA.AX,02-04-2001,28.78,100.0,2878.0,B
CBA.AX,05-04-2001,29.29,100.0,2929.0,S
CBA.AX,09-04-2001,28.119,100.0,2811.9,B
CBA.AX,12-04-2001,28.8,100.0,2880.0,S
CBA.AX,17-04-2001,28.549,100.0,2854.9,B
CBA.AX,20-04-2001,29.081,100.0,2908.1,S
CBA.AX,23-04-2001,29.35,100.0,2935.0,B
CBA.AX,24-04-2001,29.502,100.0,2950.2,S
CBA.AX,26-04-2001,29.48,100.0,2948.0,B
CBA.AX,27-04-2001,28.864,100.0,2886.4,S
CBA.AX,30-04-2001,28.84,100.0,2884.0,B
CBA.AX,01-05-2001,28.35,100.0,2835.0,S
CBA.AX,02-05-2001,28.52,100.0,2852.0,B
CBA.AX,03-05-2001,28.881,100.0,2888.1,S
CBA.AX,04-05-2001,28.8,100.0,2880.0,B
CBA.AX,08-05-2001,28.49,100.0,2849.0,S
CBA.AX,09-05-2001,28.785,100.0,2878.5,B
CBA.AX,10-05-2001,29.5,100.0,2950.0,S
CBA.AX,11-05-2001,29.93,100.0,2993.0,B
CBA.AX,15-05-2001,30.25,100.0,3025.0,S
CBA.AX,21-05-2001,30.72,100.0,3072.0,B
CBA.AX,24-05-2001,31.1,100.0,3110.0,S
CBA.AX,28-05-2001,31.13,100.0,3113.0,B
CBA.AX,31-05-2001,31.2,100.0,3120.0,S
CBA.AX,01-06-2001,31.63,100.0,3163.0,B
CBA.AX,05-06-2001,31.2,100.0,3120.0,S
CBA.AX,08-06-2001,31.98,100.0,3198.0,B
CBA.AX,14-06-2001,32.609,100.0,3260.9,S
CBA.AX,18-06-2001,31.959,100.0,3195.9,B
CBA.AX,21-06-2001,32.68,100.0,3268.0,S
CBA.AX,25-06-2001,33.18,100.0,3318.0,B
CBA.AX,27-06-2001,33.24,100.0,3324.0,S
CBA.AX,29-06-2001,34.15,100.0,3415.0,B
CBA.AX,03-07-2001,32.16,100.0,3216.0,S
CBA.AX,06-07-2001,31.35,100.0,3135.0,B
CBA.AX,12-07-2001,31.3,100.0,3130.0,S
CBA.AX,16-07-2001,31.562,100.0,3156.2,B
CBA.AX,19-07-2001,31.87,100.0,3187.0,S
CBA.AX,23-07-2001,31.58,100.0,3158.0,B
CBA.AX,24-07-2001,31.2,100.0,3120.0,S
CBA.AX,30-07-2001,29.86,100.0,2986.0,B
CBA.AX,02-08-2001,30.512,100.0,3051.2,S
CBA.AX,06-08-2001,30.42,100.0,3042.0,B
CBA.AX,09-08-2001,30.902,100.0,3090.2,S
CBA.AX,13-08-2001,30.285,100.0,3028.5,B
CBA.AX,16-08-2001,31.35,100.0,3135.0,S
CBA.AX,20-08-2001,31.5,100.0,3150.0,B
CBA.AX,22-08-2001,30.8,100.0,3080.0,S
CBA.AX,27-08-2001,30.05,100.0,3005.0,B
CBA.AX,30-08-2001,30.04,100.0,3004.0,S
CBA.AX,03-09-2001,29.5,100.0,2950.0,B
CBA.AX,06-09-2001,29.259,100.0,2925.9,S
CBA.AX,10-09-2001,29.44,100.0,2944.0,B
CBA.AX,12-09-2001,28.218,100.0,2821.8,S
CBA.AX,17-09-2001,26.4,100.0,2640.0,B
CBA.AX,20-09-2001,25.9,100.0,2590.0,S
CBA.AX,24-09-2001,25.14,100.0,2514.0,B
CBA.AX,27-09-2001,25.99,100.0,2599.0,S
CBA.AX,01-10-2001,27.0,100.0,2700.0,B
CBA.AX,03-10-2001,27.68,100.0,2768.0,S
CBA.AX,08-10-2001,27.29,100.0,2729.0,B
CBA.AX,11-10-2001,27.6,100.0,2760.0,S
CBA.AX,12-10-2001,27.967,100.0,2796.7,B
CBA.AX,16-10-2001,27.73,100.0,2773.0,S
CBA.AX,17-10-2001,28.45,100.0,2845.0,B
CBA.AX,18-10-2001,27.85,100.0,2785.0,S
CBA.AX,22-10-2001,27.705,100.0,2770.5,B
CBA.AX,25-10-2001,29.033,100.0,2903.3,S
CBA.AX,29-10-2001,29.15,100.0,2915.0,B
CBA.AX,01-11-2001,29.82,100.0,2982.0,S
CBA.AX,05-11-2001,30.342,100.0,3034.2,B
CBA.AX,07-11-2001,30.3,100.0,3030.0,S
CBA.AX,12-11-2001,31.042,100.0,3104.2,B
CBA.AX,13-11-2001,30.62,100.0,3062.0,S
CBA.AX,19-11-2001,29.4,100.0,2940.0,B
CBA.AX,22-11-2001,29.25,100.0,2925.0,S
CBA.AX,26-11-2001,29.6,100.0,2960.0,B
CBA.AX,28-11-2001,29.265,100.0,2926.5,S
CBA.AX,03-12-2001,28.15,100.0,2815.0,B
CBA.AX,06-12-2001,28.284,100.0,2828.4,S
CBA.AX,10-12-2001,28.318,100.0,2831.8,B
CBA.AX,13-12-2001,28.037,100.0,2803.7,S
CBA.AX,17-12-2001,28.59,100.0,2859.0,B
CBA.AX,20-12-2001,28.93,100.0,2893.0,S
CBA.AX,21-12-2001,29.62,100.0,2962.0,B
CBA.AX,28-12-2001,30.18,100.0,3018.0,S
CBA.AX,11-01-2002,30.21,100.0,3021.0,B
CBA.AX,17-01-2002,31.15,100.0,3115.0,S
CBA.AX,21-01-2002,31.404,100.0,3140.4,B
CBA.AX,24-01-2002,31.73,100.0,3173.0,S
CBA.AX,29-01-2002,32.89,100.0,3289.0,B
CBA.AX,31-01-2002,32.74,100.0,3274.0,S
CBA.AX,04-02-2002,33.381,100.0,3338.1,B
CBA.AX,05-02-2002,32.77,100.0,3277.0,S
CBA.AX,08-02-2002,32.35,100.0,3235.0,B
CBA.AX,14-02-2002,33.64,100.0,3364.0,S
CBA.AX,18-02-2002,32.65,100.0,3265.0,B
CBA.AX,19-02-2002,32.372,100.0,3237.2,S
CBA.AX,22-02-2002,32.281,100.0,3228.1,B
CBA.AX,27-02-2002,31.891,100.0,3189.1,S
CBA.AX,04-03-2002,32.05,100.0,3205.0,B
CBA.AX,05-03-2002,31.6,100.0,3160.0,S
CBA.AX,11-03-2002,31.1,100.0,3110.0,B
CBA.AX,12-03-2002,30.73,100.0,3073.0,S
CBA.AX,13-03-2002,31.158,100.0,3115.8,B
CBA.AX,14-03-2002,31.393,100.0,3139.3,S
CBA.AX,18-03-2002,31.71,100.0,3171.0,B
CBA.AX,21-03-2002,31.74,100.0,3174.0,S
CBA.AX,25-03-2002,31.7,100.0,3170.0,B
CBA.AX,28-03-2002,32.04,100.0,3204.0,S
CBA.AX,02-04-2002,31.44,100.0,3144.0,B
CBA.AX,03-04-2002,31.28,100.0,3128.0,S
CBA.AX,08-04-2002,31.6,100.0,3160.0,B
CBA.AX,11-04-2002,31.25,100.0,3125.0,S
CBA.AX,15-04-2002,31.56,100.0,3156.0,B
CBA.AX,18-04-2002,32.12,100.0,3212.0,S
CBA.AX,22-04-2002,32.06,100.0,3206.0,B
CBA.AX,01-05-2002,33.16,100.0,3316.0,S
CBA.AX,06-05-2002,33.56,100.0,3356.0,B
CBA.AX,08-05-2002,33.66,100.0,3366.0,S
CBA.AX,13-05-2002,32.59,100.0,3259.0,B
CBA.AX,16-05-2002,32.3,100.0,3230.0,S
CBA.AX,20-05-2002,32.62,100.0,3262.0,B
CBA.AX,23-05-2002,32.45,100.0,3245.0,S
CBA.AX,24-05-2002,32.7,100.0,3270.0,B
CBA.AX,30-05-2002,33.6,100.0,3360.0,S
CBA.AX,03-06-2002,33.85,100.0,3385.0,B
CBA.AX,06-06-2002,33.63,100.0,3363.0,S
CBA.AX,07-06-2002,34.05,100.0,3405.0,B
CBA.AX,13-06-2002,34.38,100.0,3438.0,S
CBA.AX,17-06-2002,34.3,100.0,3430.0,B
CBA.AX,20-06-2002,33.81,100.0,3381.0,S
CBA.AX,24-06-2002,33.74,100.0,3374.0,B
CBA.AX,26-06-2002,32.91,100.0,3291.0,S
CBA.AX,01-07-2002,32.11,100.0,3211.0,B
CBA.AX,04-07-2002,31.4,100.0,3140.0,S
CBA.AX,05-07-2002,31.7,100.0,3170.0,B
CBA.AX,10-07-2002,31.96,100.0,3196.0,S
CBA.AX,15-07-2002,31.31,100.0,3131.0,B
CBA.AX,17-07-2002,31.0,100.0,3100.0,S
CBA.AX,22-07-2002,30.01,100.0,3001.0,B
CBA.AX,25-07-2002,29.8,100.0,2980.0,S
CBA.AX,29-07-2002,30.05,100.0,3005.0,B
CBA.AX,01-08-2002,31.1,100.0,3110.0,S
CBA.AX,05-08-2002,30.3,100.0,3030.0,B
CBA.AX,08-08-2002,31.31,100.0,3131.0,S
CBA.AX,12-08-2002,31.42,100.0,3142.0,B
CBA.AX,15-08-2002,32.23,100.0,3223.0,S
CBA.AX,19-08-2002,31.76,100.0,3176.0,B
CBA.AX,20-08-2002,31.69,100.0,3169.0,S
CBA.AX,21-08-2002,32.01,100.0,3201.0,B
CBA.AX,22-08-2002,32.25,100.0,3225.0,S
CBA.AX,26-08-2002,31.44,100.0,3144.0,B
CBA.AX,27-08-2002,30.94,100.0,3094.0,S
CBA.AX,30-08-2002,30.87,100.0,3087.0,B
CBA.AX,05-09-2002,32.02,100.0,3202.0,S
CBA.AX,09-09-2002,32.28,100.0,3228.0,B
CBA.AX,10-09-2002,32.05,100.0,3205.0,S
CBA.AX,16-09-2002,31.84,100.0,3184.0,B
CBA.AX,19-09-2002,31.95,100.0,3195.0,S
CBA.AX,23-09-2002,31.9,100.0,3190.0,B
CBA.AX,26-09-2002,31.03,100.0,3103.0,S
CBA.AX,30-09-2002,30.14,100.0,3014.0,B
CBA.AX,03-10-2002,30.5,100.0,3050.0,S
CBA.AX,07-10-2002,29.49,100.0,2949.0,B
CBA.AX,09-10-2002,28.7,100.0,2870.0,S
CBA.AX,11-10-2002,28.42,100.0,2842.0,B
CBA.AX,16-10-2002,29.51,100.0,2951.0,S
CBA.AX,21-10-2002,29.44,100.0,2944.0,B
CBA.AX,24-10-2002,29.98,100.0,2998.0,S
CBA.AX,28-10-2002,29.81,100.0,2981.0,B
CBA.AX,31-10-2002,30.4,100.0,3040.0,S
CBA.AX,04-11-2002,28.8,100.0,2880.0,B
CBA.AX,05-11-2002,28.39,100.0,2839.0,S
CBA.AX,06-11-2002,28.37,100.0,2837.0,B
CBA.AX,07-11-2002,27.67,100.0,2767.0,S
CBA.AX,11-11-2002,26.56,100.0,2656.0,B
CBA.AX,14-11-2002,27.1,100.0,2710.0,S
CBA.AX,18-11-2002,27.05,100.0,2705.0,B
CBA.AX,21-11-2002,27.35,100.0,2735.0,S
CBA.AX,22-11-2002,27.84,100.0,2784.0,B
CBA.AX,26-11-2002,27.42,100.0,2742.0,S
CBA.AX,29-11-2002,27.15,100.0,2715.0,B
CBA.AX,05-12-2002,27.64,100.0,2764.0,S
CBA.AX,09-12-2002,27.21,100.0,2721.0,B
CBA.AX,10-12-2002,27.03,100.0,2703.0,S
CBA.AX,13-12-2002,27.5,100.0,2750.0,B
CBA.AX,17-12-2002,27.22,100.0,2722.0,S
CBA.AX,23-12-2002,27.34,100.0,2734.0,B
CBA.AX,03-01-2003,27.55,100.0,2755.0,S
CBA.AX,06-01-2003,27.84,100.0,2784.0,B
CBA.AX,07-01-2003,27.75,100.0,2775.0,S
CBA.AX,13-01-2003,27.62,100.0,2762.0,B
CBA.AX,16-01-2003,27.45,100.0,2745.0,S
CBA.AX,20-01-2003,27.51,100.0,2751.0,B
CBA.AX,22-01-2003,27.05,100.0,2705.0,S
CBA.AX,28-01-2003,26.05,100.0,2605.0,B
CBA.AX,31-01-2003,25.91,100.0,2591.0,S
CBA.AX,03-02-2003,26.57,100.0,2657.0,B
CBA.AX,04-02-2003,26.38,100.0,2638.0,S
CBA.AX,07-02-2003,26.47,100.0,2647.0,B
CBA.AX,12-02-2003,25.91,100.0,2591.0,S
CBA.AX,17-02-2003,24.58,100.0,2458.0,B
CBA.AX,20-02-2003,24.01,100.0,2401.0,S
CBA.AX,21-02-2003,24.65,100.0,2465.0,B
CBA.AX,26-02-2003,24.89,100.0,2489.0,S
CBA.AX,28-02-2003,24.54,100.0,2454.0,B
CBA.AX,05-03-2003,24.69,100.0,2469.0,S
CBA.AX,10-03-2003,24.18,100.0,2418.0,B
CBA.AX,11-03-2003,23.99,100.0,2399.0,S
CBA.AX,14-03-2003,23.66,100.0,2366.0,B
CBA.AX,20-03-2003,25.1,100.0,2510.0,S
CBA.AX,24-03-2003,25.01,100.0,2501.0,B
CBA.AX,27-03-2003,25.89,100.0,2589.0,S
CBA.AX,31-03-2003,26.05,100.0,2605.0,B
CBA.AX,03-04-2003,26.24,100.0,2624.0,S
CBA.AX,07-04-2003,26.89,100.0,2689.0,B
CBA.AX,09-04-2003,26.25,100.0,2625.0,S
CBA.AX,11-04-2003,26.7,100.0,2670.0,B
CBA.AX,17-04-2003,26.62,100.0,2662.0,S
CBA.AX,22-04-2003,26.99,100.0,2699.0,B
CBA.AX,30-04-2003,27.22,100.0,2722.0,S
CBA.AX,05-05-2003,27.41,100.0,2741.0,B
CBA.AX,08-05-2003,27.0,100.0,2700.0,S
CBA.AX,12-05-2003,27.17,100.0,2717.0,B
CBA.AX,15-05-2003,27.08,100.0,2708.0,S
CBA.AX,19-05-2003,26.5,100.0,2650.0,B
CBA.AX,22-05-2003,27.15,100.0,2715.0,S
CBA.AX,26-05-2003,27.6,100.0,2760.0,B
CBA.AX,27-05-2003,27.48,100.0,2748.0,S
CBA.AX,30-05-2003,28.24,100.0,2824.0,B
CBA.AX,03-06-2003,28.6,100.0,2860.0,S
CBA.AX,06-06-2003,29.35,100.0,2935.0,B
CBA.AX,12-06-2003,29.8,100.0,2980.0,S
CBA.AX,16-06-2003,29.88,100.0,2988.0,B
CBA.AX,19-06-2003,30.38,100.0,3038.0,S
CBA.AX,23-06-2003,30.52,100.0,3052.0,B
CBA.AX,24-06-2003,30.41,100.0,3041.0,S
CBA.AX,30-06-2003,29.55,100.0,2955.0,B
CBA.AX,03-07-2003,30.16,100.0,3016.0,S
CBA.AX,07-07-2003,29.85,100.0,2985.0,B
CBA.AX,08-07-2003,29.55,100.0,2955.0,S
CBA.AX,11-07-2003,29.48,100.0,2948.0,B
CBA.AX,17-07-2003,29.98,100.0,2998.0,S
CBA.AX,21-07-2003,30.0,100.0,3000.0,B
CBA.AX,24-07-2003,29.75,100.0,2975.0,S
CBA.AX,28-07-2003,29.88,100.0,2988.0,B
CBA.AX,31-07-2003,29.85,100.0,2985.0,S
CBA.AX,01-08-2003,29.91,100.0,2991.0,B
CBA.AX,05-08-2003,29.91,100.0,2991.0,S
CBA.AX,11-08-2003,29.91,100.0,2991.0,B
CBA.AX,14-08-2003,29.69,100.0,2969.0,S
CBA.AX,18-08-2003,29.74,100.0,2974.0,B
CBA.AX,21-08-2003,29.64,100.0,2964.0,S
CBA.AX,25-08-2003,28.73,100.0,2873.0,B
CBA.AX,28-08-2003,28.3,100.0,2830.0,S
CBA.AX,01-09-2003,27.48,100.0,2748.0,B
CBA.AX,04-09-2003,27.72,100.0,2772.0,S
CBA.AX,08-09-2003,28.22,100.0,2822.0,B
CBA.AX,11-09-2003,28.37,100.0,2837.0,S
CBA.AX,15-09-2003,28.8,100.0,2880.0,B
CBA.AX,17-09-2003,28.7,100.0,2870.0,S
CBA.AX,22-09-2003,27.87,100.0,2787.0,B
CBA.AX,25-09-2003,27.93,100.0,2793.0,S
CBA.AX,29-09-2003,27.9,100.0,2790.0,B
CBA.AX,02-10-2003,28.08,100.0,2808.0,S
CBA.AX,06-10-2003,27.85,100.0,2785.0,B
CBA.AX,07-10-2003,27.86,100.0,2786.0,S
CBA.AX,08-10-2003,28.26,100.0,2826.0,B
CBA.AX,09-10-2003,28.45,100.0,2845.0,S
CBA.AX,13-10-2003,28.33,100.0,2833.0,B
CBA.AX,14-10-2003,28.21,100.0,2821.0,S
CBA.AX,20-10-2003,27.97,100.0,2797.0,B
CBA.AX,23-10-2003,27.85,100.0,2785.0,S
CBA.AX,27-10-2003,27.5,100.0,2750.0,B
CBA.AX,30-10-2003,27.7,100.0,2770.0,S
CBA.AX,03-11-2003,27.64,100.0,2764.0,B
CBA.AX,06-11-2003,27.54,100.0,2754.0,S
CBA.AX,10-11-2003,27.4,100.0,2740.0,B
CBA.AX,13-11-2003,27.71,100.0,2771.0,S
CBA.AX,17-11-2003,27.58,100.0,2758.0,B
CBA.AX,20-11-2003,27.92,100.0,2792.0,S
CBA.AX,24-11-2003,27.9,100.0,2790.0,B
CBA.AX,27-11-2003,27.95,100.0,2795.0,S
CBA.AX,01-12-2003,27.27,100.0,2727.0,B
CBA.AX,04-12-2003,27.92,100.0,2792.0,S
CBA.AX,08-12-2003,28.26,100.0,2826.0,B
CBA.AX,11-12-2003,28.18,100.0,2818.0,S
CBA.AX,15-12-2003,28.5,100.0,2850.0,B
CBA.AX,18-12-2003,28.7,100.0,2870.0,S
CBA.AX,22-12-2003,28.83,100.0,2883.0,B
CBA.AX,07-01-2004,29.76,100.0,2976.0,S
CBA.AX,12-01-2004,30.55,100.0,3055.0,B
CBA.AX,15-01-2004,30.89,100.0,3089.0,S
CBA.AX,19-01-2004,30.57,100.0,3057.0,B
CBA.AX,22-01-2004,30.9,100.0,3090.0,S
CBA.AX,27-01-2004,30.63,100.0,3063.0,B
CBA.AX,28-01-2004,30.3,100.0,3030.0,S
CBA.AX,02-02-2004,30.37,100.0,3037.0,B
CBA.AX,05-02-2004,30.4,100.0,3040.0,S
CBA.AX,09-02-2004,30.87,100.0,3087.0,B
CBA.AX,12-02-2004,32.21,100.0,3221.0,S
CBA.AX,16-02-2004,31.27,100.0,3127.0,B
CBA.AX,17-02-2004,31.41,100.0,3141.0,S
CBA.AX,23-02-2004,31.37,100.0,3137.0,B
CBA.AX,26-02-2004,31.4,100.0,3140.0,S
CBA.AX,27-02-2004,31.68,100.0,3168.0,B
CBA.AX,03-03-2004,31.72,100.0,3172.0,S
CBA.AX,08-03-2004,31.92,100.0,3192.0,B
CBA.AX,11-03-2004,32.55,100.0,3255.0,S
CBA.AX,15-03-2004,32.46,100.0,3246.0,B
CBA.AX,18-03-2004,32.85,100.0,3285.0,S
CBA.AX,22-03-2004,32.43,100.0,3243.0,B
CBA.AX,25-03-2004,33.0,100.0,3300.0,S
CBA.AX,29-03-2004,33.01,100.0,3301.0,B
CBA.AX,01-04-2004,33.51,100.0,3351.0,S
CBA.AX,05-04-2004,32.65,100.0,3265.0,B
CBA.AX,08-04-2004,32.45,100.0,3245.0,S
CBA.AX,13-04-2004,32.38,100.0,3238.0,B
CBA.AX,16-04-2004,31.72,100.0,3172.0,S
CBA.AX,19-04-2004,31.69,100.0,3169.0,B
CBA.AX,22-04-2004,31.77,100.0,3177.0,S
CBA.AX,26-04-2004,31.76,100.0,3176.0,B
CBA.AX,29-04-2004,31.35,100.0,3135.0,S
CBA.AX,03-05-2004,31.46,100.0,3146.0,B
CBA.AX,06-05-2004,31.12,100.0,3112.0,S
CBA.AX,10-05-2004,30.8,100.0,3080.0,B
CBA.AX,13-05-2004,31.2,100.0,3120.0,S
CBA.AX,17-05-2004,30.89,100.0,3089.0,B
CBA.AX,20-05-2004,31.85,100.0,3185.0,S
CBA.AX,24-05-2004,32.56,100.0,3256.0,B
CBA.AX,25-05-2004,32.5,100.0,3250.0,S
CBA.AX,31-05-2004,32.55,100.0,3255.0,B
CBA.AX,03-06-2004,32.96,100.0,3296.0,S
CBA.AX,07-06-2004,33.35,100.0,3335.0,B
CBA.AX,08-06-2004,32.9,100.0,3290.0,S
CBA.AX,11-06-2004,32.79,100.0,3279.0,B
CBA.AX,18-06-2004,32.79,100.0,3279.0,S
CBA.AX,21-06-2004,33.04,100.0,3304.0,B
CBA.AX,23-06-2004,32.96,100.0,3296.0,S
CBA.AX,28-06-2004,32.62,100.0,3262.0,B
CBA.AX,01-07-2004,32.22,100.0,3222.0,S
CBA.AX,05-07-2004,32.19,100.0,3219.0,B
CBA.AX,08-07-2004,32.46,100.0,3246.0,S
CBA.AX,12-07-2004,32.85,100.0,3285.0,B
CBA.AX,13-07-2004,32.63,100.0,3263.0,S
CBA.AX,19-07-2004,31.84,100.0,3184.0,B
CBA.AX,22-07-2004,30.92,100.0,3092.0,S
CBA.AX,23-07-2004,30.85,100.0,3085.0,B
CBA.AX,29-07-2004,31.15,100.0,3115.0,S
